file_date,tx_date,full_name,order_type,ticker,tx_estimate,prior_1m_return,prior_1m_volatility,prior_3m_return,prior_3m_volatility,prior_6m_return,prior_6m_volatility,RSI_14d,avg_vol_30d,momentum_factor,log_tx_estimate,relative_tx_size
2014-01-31,2014-01-24,Susan M Collins,0,GE,1001,-0.10348575819583672,0.011196408721740818,-0.035957198967549786,0.009951260344156103,0.0349364696501544,0.010075201252061633,24.91336408104732,9176475.952380951,-0.0011586688456398275,6.90975328164481,89395.68295443791
2014-01-31,2014-01-29,Susan M Collins,1,MSFT,1001,-0.01689487813299828,0.015620644270087282,0.04315224110714655,0.013775098369020545,0.16645699508698408,0.01578178383127494,68.62251445477835,44296485.71428572,-0.0002639088813020425,6.90975328164481,64077.76177036243
2014-01-31,2014-01-29,Susan M Collins,0,C,1001,-0.07395981779309813,0.017597937823849295,-0.014349672000143365,0.013383284296766752,-0.09264792197427252,0.013313265300782695,15.351239029296764,32122671.42857143,-0.0013015402749861637,6.90975328164481,56878.432665606066
2014-01-31,2014-01-24,Susan M Collins,1,CRM,1001,0.06472202364209312,0.018063012725628488,0.09179286669675335,0.017497075450234566,0.3484183371424705,0.01991252173462533,52.68213024962577,4720452.380952381,0.0011690747366755558,6.90975328164481,55414.04422173717
2014-01-31,2014-01-28,Susan M Collins,0,EBAY,1001,-0.01573783563785025,0.014564108353546911,0.008154668295829559,0.014416701997157985,0.014310363838467621,0.014582229882631848,50.0,44536388.809523806,-0.00022920754347996312,6.90975328164481,68725.88762830834
2014-01-31,2014-01-29,Susan M Collins,0,C,1001,-0.07395981779309813,0.017597937823849295,-0.014349672000143365,0.013383284296766752,-0.09264792197427252,0.013313265300782695,15.351239029296764,32122671.42857143,-0.0013015402749861637,6.90975328164481,56878.432665606066
2014-01-31,2014-01-24,Susan M Collins,1,FB,1001,,,,,,,,,,6.90975328164481,
2014-02-05,2014-01-30,Susan M Collins,0,REGN,1001,0.06441650941788546,0.03503867847596338,0.025123311351914923,0.028658330668070307,0.08110997198594028,0.026780278214921197,39.595564130019476,976722.7272727273,0.0022570693620371555,6.90975328164481,28567.61373214851
2014-02-05,2014-01-30,Susan M Collins,0,CELG,1001,,,,,,,,,,6.90975328164481,
2014-02-05,2014-01-30,Susan M Collins,1,CVS,1001,-0.05093194271935564,0.009595898883034686,0.08523417009408885,0.010199192073524285,0.10652614412503425,0.010271087499280672,23.695328865666184,6098504.545454546,-0.0004887377722514513,6.90975328164481,104304.52713944492
2014-02-05,2014-01-30,Susan M Collins,1,MSFT,1001,-0.014702283271590733,0.015658418265092334,0.0453009262801749,0.013784269732134775,0.1798498927036507,0.015771868482962678,48.99809156331037,47410663.63636363,-0.0002302145009184378,6.90975328164481,63923.191976512266
2014-02-05,2014-01-30,Susan M Collins,1,HON,1001,0.0036116728311685886,0.010062042670605483,0.060495604196313835,0.00923092214368919,0.09583341297327763,0.009912933408598106,43.42115862105594,3351600.3636363638,3.634080613948485e-05,6.90975328164481,99472.8962964609
2014-02-05,2014-01-30,Susan M Collins,0,GM,1001,-0.09860539126829793,0.015039247347770998,-0.01470995208773207,0.015921587960802168,0.002448762317706743,0.015230724747128176,19.20438288892342,26084572.727272727,-0.001482950869107671,6.90975328164481,66554.75650460966
2014-02-11,2014-02-06,Susan M Collins,1,CMCSA,1001,0.02271412197338174,0.01432746058192602,0.12565796674694063,0.012774724978185242,0.21642718120915005,0.012138289279124945,62.79073604755729,24151390.476190478,0.00032543568722668653,6.90975328164481,69860.95919213162
2014-02-11,2014-02-06,Susan M Collins,1,HON,1001,0.0037443689156921867,0.012178547280493389,0.04763040954123077,0.009595250809358068,0.1035008766135368,0.010365492186973496,65.47148833956284,3593839.5714285714,4.560097387536706e-05,6.90975328164481,82186.96286053171
2014-02-11,2014-02-04,Susan M Collins,0,BA,1001,-0.1182719317905151,0.01724343638510899,-0.08302642005214766,0.013788524677514862,0.15726315880359754,0.014073737286552111,35.82827273454156,6959504.761904762,-0.0020394145319736967,6.90975328164481,58047.70754145313
